Issue Type,Issue key,Issue id,Summary,Status,Outward issue link (Blocking),Outward issue link (Blocking),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Description,Custom field (Parent Link)
Requirement,DMFDREQ-1807,82645,FCC A MISCOMP CAS Message,In Requirement Review,,,,,,,,,,,,,"The MFD shall annunciate ""FCC A MISCOMP"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||Data ID||Description||
|CAUTION|FCC A L/R Elevon Brake Engage flags differs the other FCCs|2.0|0.5|N| |CC_A_ELEV_BRAKE_RELEASE_PRI_L
CC_A_ELEV_BRAKE_RELEASE_PRI_R
CC_A_ELEV_BRAKE_RELEASE_SEC_L
CC_A_ELEV_BRAKE_RELEASE_SEC_R
CC_B_ELEV_BRAKE_RELEASE_PRI_L
CC_B_ELEV_BRAKE_RELEASE_PRI_R
CC_B_ELEV_BRAKE_RELEASE_SEC_L
CC_B_ELEV_BRAKE_RELEASE_SEC_R
CC_C_ELEV_BRAKE_RELEASE_PRI_L
CC_C_ELEV_BRAKE_RELEASE_PRI_R
CC_C_ELEV_BRAKE_RELEASE_SEC_L
CC_C_ELEV_BRAKE_RELEASE_SEC_R|FCC A ELEVON BRAKE MISCOMPARE|
|CAUTION|FCC A disagrees with the other FCCs on either Left or Right Stab Command by >= 1 deg (TBD)|2.0|0.5|N| |CC_A_L_PRI_STAB_CMD_DEG
CC_A_R_PRI_STAB_CMD_DEG
CC_A_L_SEC_STAB_CMD_DEG
CC_A_R_SEC_STAB_CMD_DEG
CC_B_L_PRI_STAB_CMD_DEG
CC_B_R_PRI_STAB_CMD_DEG
CC_B_L_SEC_STAB_CMD_DEG
CC_B_R_SEC_STAB_CMD_DEG
CC_C_L_PRI_STAB_CMD_DEG
CC_C_R_PRI_STAB_CMD_DEG
CC_C_L_SEC_STAB_CMD_DEG
CC_C_R_SEC_STAB_CMD_DEG
CC_A_L_PRI_STAB_CMD_DEG_VALID
CC_A_R_PRI_STAB_CMD_DEG_VALID
CC_A_L_SEC_STAB_CMD_DEG_VALID
CC_A_R_SEC_STAB_CMD_DEG_VALID
CC_B_L_PRI_STAB_CMD_DEG_VALID
CC_B_R_PRI_STAB_CMD_DEG_VALID
CC_B_L_SEC_STAB_CMD_DEG_VALID
CC_B_R_SEC_STAB_CMD_DEG_VALID
CC_C_L_PRI_STAB_CMD_DEG_VALID
CC_C_R_PRI_STAB_CMD_DEG_VALID
CC_C_L_SEC_STAB_CMD_DEG_VALID
CC_C_R_SEC_STAB_CMD_DEG_VALID|FCC A STAB CMD MISCOMPARE|
|CAUTION|FCC A disagrees with the other FCCs on either Left or Right Rudder Command by >= 1 deg (TBD)|2.0|0.5|N| |CC_A_L_PRI_RUDD_CMD_DEG
CC_A_R_PRI_RUDD_CMD_DEG
CC_A_L_SEC_RUDD_CMD_DEG
CC_A_R_SEC_RUDD_CMD_DEG
CC_B_L_PRI_RUDD_CMD_DEG
CC_B_R_PRI_RUDD_CMD_DEG
CC_B_L_SEC_RUDD_CMD_DEG
CC_B_R_SEC_RUDD_CMD_DEG
CC_C_L_PRI_RUDD_CMD_DEG
CC_C_R_PRI_RUDD_CMD_DEG
CC_C_L_SEC_RUDD_CMD_DEG
CC_C_R_SEC_RUDD_CMD_DEG
CC_A_L_PRI_RUDD_CMD_DEG_VALID
CC_A_R_PRI_RUDD_CMD_DEG_VALID
CC_A_L_SEC_RUDD_CMD_DEG_VALID
CC_A_R_SEC_RUDD_CMD_DEG_VALID
CC_B_L_PRI_RUDD_CMD_DEG_VALID
CC_B_R_PRI_RUDD_CMD_DEG_VALID
CC_B_L_SEC_RUDD_CMD_DEG_VALID
CC_B_R_SEC_RUDD_CMD_DEG_VALID
CC_C_L_PRI_RUDD_CMD_DEG_VALID
CC_C_R_PRI_RUDD_CMD_DEG_VALID
CC_C_L_SEC_RUDD_CMD_DEG_VALID
CC_C_R_SEC_RUDD_CMD_DEG_VALID|FCC A RUDD CMD MISCOMPARE|
|CAUTION|FCC A disagrees with the other FCCs on either Left or Right Elevon Command by >= 1 deg (TBD)|2.0|0.5|N| |CC_A_L_PRI_ELEV_CMD_DEG
CC_A_R_PRI_ELEV_CMD_DEG
CC_A_L_SEC_ELEV_CMD_DEG
CC_A_R_SEC_ELEV_CMD_DEG
CC_B_L_PRI_ELEV_CMD_DEG
CC_B_R_PRI_ELEV_CMD_DEG
CC_B_L_SEC_ELEV_CMD_DEG
CC_B_R_SEC_ELEV_CMD_DEG
CC_C_L_PRI_ELEV_CMD_DEG
CC_C_R_PRI_ELEV_CMD_DEG
CC_C_L_SEC_ELEV_CMD_DEG
CC_C_R_SEC_ELEV_CMD_DEG
CC_A_L_PRI_ELEV_CMD_DEG_VALID
CC_A_R_PRI_ELEV_CMD_DEG_VALID
CC_A_L_SEC_ELEV_CMD_DEG_VALID
CC_A_R_SEC_ELEV_CMD_DEG_VALID
CC_B_L_PRI_ELEV_CMD_DEG_VALID
CC_B_R_PRI_ELEV_CMD_DEG_VALID
CC_B_L_SEC_ELEV_CMD_DEG_VALID
CC_B_R_SEC_ELEV_CMD_DEG_VALID
CC_C_L_PRI_ELEV_CMD_DEG_VALID
CC_C_R_PRI_ELEV_CMD_DEG_VALID
CC_C_L_SEC_ELEV_CMD_DEG_VALID
CC_C_R_SEC_ELEV_CMD_DEG_VALID|FCC A ELEV CMD MISCOMPARE|
|CAUTION|FCC A reported discretes do not match the other FCCs:
ROLL_BOOST_Q
ROLL_BOOST_Q_NOT
SAS_Q,
SAS_Q_NOT
PILOT_SPEEDBRAKE_EXT_A
PILOT_SPEEDBRAKE_EXT_B
COPILOT_SPEEDBRAKE_EXT_A
COPILOT_SPEEDBRAKE_EXT_B
GAIN_OVERRIDE
RCS_STICK_ENABLE|2.0|0.5|N| |CC_A_DISCRETE_INPUT_ROLL_BOOST_Q
CC_A_DISCRETE_INPUT_ROLL_BOOST_Q_NOT
CC_A_DISCRETE_INPUT_SAS_Q
CC_A_DISCRETE_INPUT_SAS_Q_NOT
CC_A_DISCRETE_INPUT_CSAS_RELEASE
CC_A_DISCRETE_INPUT_SPEEDBRAKE_CMD
CC_A_DISCRETE_INPUT_PILOT_SPEEDBRAKE_EXT_A
CC_A_DISCRETE_INPUT_PILOT_SPEEDBRAKE_EXT_B
CC_A_DISCRETE_INPUT_COPILOT_SPEEDBRAKE_EXT_A
CC_A_DISCRETE_INPUT_COPILOT_SPEEDBRAKE_EXT_B
CC_A_DISCRETE_INPUT_GAIN_OVERRIDE
CC_A_DISCRETE_INPUT_RCS_STICK_ENABLE
CC_B_DISCRETE_INPUT_ROLL_BOOST_Q
CC_B_DISCRETE_INPUT_ROLL_BOOST_Q_NOT
CC_B_DISCRETE_INPUT_SAS_Q
CC_B_DISCRETE_INPUT_SAS_Q_NOT
CC_B_DISCRETE_INPUT_CSAS_RELEASE
CC_B_DISCRETE_INPUT_SPEEDBRAKE_CMD
CC_B_DISCRETE_INPUT_PILOT_SPEEDBRAKE_EXT_A
CC_B_DISCRETE_INPUT_PILOT_SPEEDBRAKE_EXT_B
CC_B_DISCRETE_INPUT_COPILOT_SPEEDBRAKE_EXT_A
CC_B_DISCRETE_INPUT_COPILOT_SPEEDBRAKE_EXT_B
CC_B_DISCRETE_INPUT_GAIN_OVERRIDE
CC_B_DISCRETE_INPUT_RCS_STICK_ENABLE
CC_C_DISCRETE_INPUT_ROLL_BOOST_Q
CC_C_DISCRETE_INPUT_ROLL_BOOST_Q_NOT
CC_C_DISCRETE_INPUT_SAS_Q
CC_C_DISCRETE_INPUT_SAS_Q_NOT
CC_C_DISCRETE_INPUT_CSAS_RELEASE
CC_C_DISCRETE_INPUT_SPEEDBRAKE_CMD
CC_C_DISCRETE_INPUT_PILOT_SPEEDBRAKE_EXT_A
CC_C_DISCRETE_INPUT_PILOT_SPEEDBRAKE_EXT_B
CC_C_DISCRETE_INPUT_COPILOT_SPEEDBRAKE_EXT_A
CC_C_DISCRETE_INPUT_COPILOT_SPEEDBRAKE_EXT_B
CC_C_DISCRETE_INPUT_GAIN_OVERRIDE
CC_C_DISCRETE_INPUT_RCS_STICK_ENABLE|FCC A DISCRETE MISCOMPARE|
|CAUTION|FCC A L/R Rudder Brake Engage flag differs from the other FCCs|2.0|0.5|N| |CC_A_RUDD_BRAKE_RELEASE_PRI_L
CC_A_RUDD_BRAKE_RELEASE_PRI_R
CC_A_RUDD_BRAKE_RELEASE_SEC_L
CC_A_RUDD_BRAKE_RELEASE_SEC_R
CC_B_RUDD_BRAKE_RELEASE_PRI_L
CC_B_RUDD_BRAKE_RELEASE_PRI_R
CC_B_RUDD_BRAKE_RELEASE_SEC_L
CC_B_RUDD_BRAKE_RELEASE_SEC_R
CC_C_RUDD_BRAKE_RELEASE_PRI_L
CC_C_RUDD_BRAKE_RELEASE_PRI_R
CC_C_RUDD_BRAKE_RELEASE_SEC_L
CC_C_RUDD_BRAKE_RELEASE_SEC_R|FCC A RUDDER BRAKE MISCOMPARE|
|CAUTION|FCC A FCS State machine is differs from the other FCCs|2.0|0.5|N| |CC_A_FCSSM_FCS_MODE
CC_B_FCSSM_FCS_MODE
CC_C_FCSSM_FCS_MODE|FCC A STATE MACHINE MISCOMPARE|",
Requirement,DMFDREQ-2028,84918,PFD Desired Track Display,New Requirement,,,,,,,,,,,,,"The PFD shall display Desired Track (as calculated by DMFDREQ-2027) with up to 3 characters as an unsigned integer when the CDI is displayed (as determined by DMFDREQ-442)

 

!image-2025-07-09-08-43-56-641.png!",
Requirement,DMFDREQ-2144,85662,PFD ADC/INS Selection Text,In Requirement Review,,,,,,,,,,,,,"The MFD shall display text for the displayed air data source as follows:
||Displayed Air Data (as determined by DMFDREQ-318)||Text||Image||
|ADC|A|!image-2025-07-29-14-10-15-880.png!|
|INS|I|!image-2025-07-29-14-10-52-998.png!|",
Requirement,DMFDREQ-2137,85650,PFD Flight Path Marker Symbols,In Requirement Review,,,,,,,,,,,,,"The PFD page shall draw the following symbols on the Flight Path Marker

 

 
||Condition||Symbol||
|MAIN_GEAR_DOWNLOCK_L_GEAR = 1 AND
MAIN_GEAR_DOWNLOCK_R_GEAR =1 AND
NOSE_GEAR_DOWN_LOCK = 1|!image-2025-07-29-08-43-42-549.png!|
|Speed brake > 0% and less than 95%|!image-2025-07-29-08-45-50-351.png!|
|Speed brake > 95%|!image-2025-07-29-08-46-03-237.png!|

 

 ",
Requirement,DMFDREQ-2136,85649,PFD Flight Path Marker,In Requirement Review,,,,,,,,,,,,,"The PFD page shall display a flight path marker translated by INS velocity relative to the ADI ball.

!image-2025-07-29-08-36-58-030.png!",
Requirement,DMFDREQ-2113,85315,FBW RUDDER - Right Rudder Command Indicator Data Source,In Requirement Review,,,,,,,,,,,,,"The FBW Rudder page shall select the data source for displaying the Right Rudder Command Indicator Position as follow:
||Data Source||Primary Actuator||Secondary Actuator||Active FCC||Indicator Color||
|CC_A_R_PRI_RUDD_CMD_DEG|ACTIVE|ANY|A|GREEN|
|CC_B_R_PRI_RUDD_CMD_DEG|ACTIVE|ANY|B|GREEN|
|CC_C_R_PRI_RUDD_CMD_DEG|ACTIVE|ANY|C|GREEN|
|CC_A_R_SEC_RUDD_CMD_DEG|Not Active|ACTIVE|A|AMBER|
|CC_B_R_SEC_RUDD_CMD_DEG|Not Active|ACTIVE|B|AMBER|
|CC_C_R_SEC_RUDD_CMD_DEG|Not Active|ACTIVE|C|AMBER|",
Requirement,DMFDREQ-2111,85313,CTRL RUDDER - Left and Right Rudder Command Movement,In Requirement Review,,,DMFDREQ-2115,,,,,,,,,,"The CTRL RUDDER Page shall position the left and right rudder command indicators horizontally along the X-axis of the rudder actuator diagram, such that for the left rudder command, 30 degrees inboard is at the far right and +25 degrees outboard is at the far left, and for the right rudder command, 30 degrees inboard is at the far left and +25 degrees outboard is at the far right; as the command value changes, the indicators move smoothly between these limits.",
Requirement,DMFDREQ-2112,85314,FBW RUDDER - Left Rudder Command Indicator Data Source,In Requirement Review,,,DMFDREQ-2119,,,,,,,,,,"The FBW Rudder page shall select the data source for displaying the Left Rudder Command Position Indicator as follow:
||Data Source||Primary Actuator||Secondary Actuator||Active FCC ||Indicator Color||
|CC_A_L_PRI_RUDD_CMD_DEG|ACTIVE|ANY|A|GREEN|
|CC_B_L_PRI_RUDD_CMD_DEG|ACTIVE|ANY|B|GREEN|
|CC_C_L_PRI_RUDD_CMD_DEG|ACTIVE|ANY|C|GREEN|
|CC_A_L_SEC_RUDD_CMD_DEG|Not Active|ACTIVE|A|AMBER|
|CC_B_L_SEC_RUDD_CMD_DEG|Not Active|ACTIVE|B|AMBER|
|CC_C_L_SEC_RUDD_CMD_DEG|Not Active|ACTIVE|C|AMBER|",
Requirement,DMFDREQ-2108,85302,FBW RUDDER - Left and Right Rudder Command Indicator,In Requirement Review,,,DMFDREQ-2114,,,,,,,,,,"The FBW Rudder Page shall display the left/right Rudder Command indicators as follow:
||Image||Indicator||Primary Actuator State||Secondary Actuator State||
|!image-2025-07-15-17-09-15-345.png!|Green downward-pointing triangle pointer|Active|Any|
|!image-2025-07-15-17-08-20-848.png!|Amber downward-pointing triangle pointer|Not Active|Active|
|!image-2025-07-15-17-09-38-528.png!|No Indicator|Not Active|Not Active|

 

 ",
Requirement,DMFDREQ-2185,88776, CTRL RUDDER - Keas-Scheduled Outboard limits,In Requirement Review,,,DMFDREQ-2186,,,,,,,,,,"The CTRL RUDDER Page shall display the value of the Keas-Scheduled Outboard limits in degrees using up to 2 characters, and  values in the range 0 to 40 degrees (inclusive).

 

!image-2025-11-19-13-40-42-005.png!",
Requirement,DMFDREQ-2186,88777, CTRL RUDDER - Keas-Scheduled Outboard limit Indicators,In Requirement Review,,,,,,,,DMFDREQ-2185,,,,,"The CTRL RUDDER Page shall display the Keas-scheduled outboard limit on both the left and right rudder diagrams as a transparent rectangle with a dark blue outline, where:
 * The rectangle scales proportionally with the limit value.
 * 0 degrees represents full scale.
 * 25 degrees represents zero scale.

 

!image-2025-11-19-13-54-02-535.png!
 *  

 

 ",
Requirement,DMFDREQ-2184,88770,CTRL RUDDER - Keas-scheduled inboard limits,In Requirement Review,,,,,,,,,,,,,"The CTRL RUDDER Page shall display the value of the Keas-scheduled inboard limits in degrees using up to 2 characters, and  values in the range 0 to 40 degrees (inclusive).

!image-2025-11-19-12-55-47-260.png!",
Requirement,DMFDREQ-2187,88781, CTRL RUDDER - Keas-Scheduled Inboard limit Indicators,In Requirement Review,,,,,,,,,,,,,"The CTRL RUDDER Page shall display the Keas-scheduled inboard limit on both the left and right rudder diagrams as a transparent rectangle with a dark blue outline, where:
 * The rectangle scales proportionally with the limit value.
 * 40 degrees represents full scale.
 * 0 degrees represents zero scale.

!image-2025-11-19-13-58-48-588.png!

 

 

 ",
Requirement,DMFDREQ-2107,85301,CTRL RUDDER - Left and Right Yaw Movement,In Requirement Review,,,,,,,,,,,,,"The CTRL RUDDER Page shall position the left and right yaw value and their triangle indicators horizontally along the X-axis of the rudder actuator diagram, such that for the left yaw, 30 degrees inboard is at the far right and +25 degrees outboard is at the far left, and for the right yaw, 30 degrees inboard is at the far left and +25 degrees outboard is at the far right; as the yaw value changes, the text and triangle move smoothly between these limits.",
Requirement,DMFDREQ-2106,85300,CTRL RUDDER - Left and right Yaw Indicator,Changed Requirement,,,,,,,,,,,,,"The CTRL RUDDER Page shall display the left and right yaw indicators as white, upward-pointing triangle pointers on the rudder actuator diagram, where:
 * Left Yaw = CC_C_L_PRI/SEC_RUDD_CMD_DEG -  CC_X_RUD_DIAG_SB_POS
 * Right Yaw = CC_C_R_PRI/SEC_RUDD_CMD_DEG + CC_X_RUD_DIAG_SB_POS

!image-2025-07-15-16-12-39-174.png!",
Requirement,DMFDREQ-2120,85325,CTRL RUDDER - Right Total Rudder Deflection Data Source,In Requirement Review,,,,,,,,DMFDREQ-2119,,,,,"The FBW Rudder page shall select the data source for displaying the Right Rudder Command Position Indicator as follow:
||Data Source||Active FCC||
|CC_A_RUD_DIAG_RHS_CMD |A|
|CC_B_RUD_DIAG_RHS_CMD|B|
|CC_B_RUD_DIAG_RHS_CMD |C|",
Requirement,DMFDREQ-2119,85324,CTRL RUDDER - Left Total Rudder Deflection Data Source,In Requirement Review,,,DMFDREQ-2120,,,,,DMFDREQ-2112,,,,,"The FBW Rudder page shall select the data source for displaying the Left Rudder Command Position Indicator as follow:
||Data Source||Active FCC||
|CC_A_RUD_DIAG_LHS_CMD |A|
|CC_B_RUD_DIAG_LHS_CMD |B|
|CC_B_RUD_DIAG_LHS_CMD |C|",
Requirement,DMFDREQ-2116,85321,CTRL RUDDER - Left and Right Total Rudder Deflection Text,In Requirement Review,,,,,,,,,,,,,"The CTRL RUDDER Page shall display the absolute value of the left and right total rudder deflection values in degrees as magenta text, with up to 5 characters.

!image-2025-11-19-11-55-29-018.png!",
Requirement,DMFDREQ-2118,85323,CTRL RUDDER - Left and Right Total Rudder Deflection Movement,In Requirement Review,,,,,,,,,,,,,"The CTRL RUDDER Page shall position the left and right total rudder deflection indicators and texts horizontally along the X-axis of the rudder actuator diagram, such that for the left indicator, 30 degrees Inboard is at the far right and +25 degrees Outboard is at the far left, and for the right indicator, 30 degrees Inboard is at the far left and +25 degrees Outboard is at the far right; as the total rudder deflection value changes, the indicators move smoothly between these limits.

!image-2025-11-19-11-53-22-668.png!",
Requirement,DMFDREQ-2117,85322,CTRL RUDDER - Left and Right Total Rudder Deflection Indicator,In Requirement Review,,,,,,,,,,,,,"The CTRL RUDDER Page shall display the left and right total rudder deflection indicators as magenta, upward-pointing triangle pointers on the rudder actuator diagram.

!image-2025-07-16-12-18-51-147.png!",
Requirement,DMFDREQ-2114,85318,FBW RUDDER - Left and Right Rudder Measured Position Indicator,In Requirement Review,,,,,,,,DMFDREQ-2108,,,,,"The FBW Rudder Page shall display the measured position indicators for the left and right rudder actuators as two vertically aligned circles with cyan fill and blue outline, positioned along the horizontal rudder actuator diagram (see image as illustration).

!image-2025-07-16-11-17-29-735.png!",
Requirement,DMFDREQ-2115,85320,CTRL RUDDER - Left and Right Rudder Measured Position Movement,In Requirement Review,,,,,,,,DMFDREQ-2111,,,,,"The CTRL RUDDER Page shall position the left and right rudder measured position indicators horizontally along the X-axis of the rudder actuator diagram, such that for the left rudder measured position indicators, 30 degrees Inboard is at the far right and +25 degrees outboard is at the far left, and for the right rudder measured position indicators, 30 degrees inboard is at the far left and +25 degrees outboard is at the far right; as the measured position value changes, the indicators move smoothly between these limits.",
