Issue Type,Issue key,Issue id,Summary,Status,Outward issue link (Blocking),Outward issue link (Blocking),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Description,Custom field (Parent Link)
Requirement,DMFDREQ-274,74794,FTHR Right Primary Lock Status ,Changed Requirement,,,,,,,,,,,,,"The FTHR Page shall display the Right Primary Lock Status as follow:

 
|| ||Primary 
Status||Lock State||Condition||
|!image-2025-02-18-17-43-35-427.png!|Primary 
Active|Locked|R_FEATHER_LOCK_VENT_ENABLE_SWITCH_POS =  0
AND
R_FEATHER_LOCK_SHAFT_ROTATION > 95%|
|!image-2025-02-18-17-43-54-959.png!|Primary 
Active|Unlocked|R_FEATHER_LOCK_VENT_ENABLE_SWITCH_POS = 0
AND
R_FEATHER_LOCK_SHAFT_ROTATION < 5%|
|!image-2025-02-18-17-44-25-280.png!|Primary 
Active|In Transit|R_FEATHER_LOCK_VENT_ENABLE_SWITCH_POS = 0
AND
5 <= R_FEATHER_LOCK_SHAFT_ROTATION <= 95 |
|!image-2025-02-18-17-44-48-633.png!|Primary Inactive|ANY|R_FEATHER_LOCK_VENT_ENABLE_SWITCH_POS = 1|

 

 ",
Requirement,DMFDREQ-240,74670,FTHR Right Primary Lock Retract Valve Indicator,Changed Requirement,,,,,,,,,,,,,"The FTHR Page shall display the Right Primary Lock Retract Valve Indicator according to the following criteria:

 
|Display|Description|Lock/Unlock
Pressure|Pressure Switch State|Valve State|
|!image-2025-02-13-17-57-46-785.png!|Valve Open (GREEN)|R_FEATHER_UNLOCK_PRESSURE <= R_FEATHER_LOCK_PRESSURE|R_FEATHER_LOCK_ACTUATOR_LOCK_PRESS_SWITCH = 1|R_FEATHER_LOCK_RETRACT_VALVE= 1|
|!image-2025-02-13-17-58-18-076.png!|Valve Open (BLACK)|ANY|R_FEATHER_LOCK_ACTUATOR_LOCK_PRESS_SWITCH = 0|R_FEATHER_LOCK_RETRACT_VALVE= 1|
|!image-2025-02-13-17-58-45-970.png!|Valve Open (Dark GREEN)|R_FEATHER_UNLOCK_PRESSURE > R_FEATHER_LOCK_PRESSURE|R_FEATHER_LOCK_ACTUATOR_LOCK_PRESS_SWITCH = 1|R_FEATHER_LOCK_RETRACT_VALVE= 1|
|!image-2025-02-13-17-59-17-448.png!|Valve Closed (BLACK)|ANY|R_FEATHER_LOCK_ACTUATOR_LOCK_PRESS_SWITCH = 0|R_FEATHER_LOCK_RETRACT_VALVE= 0|
|!image-2025-02-13-18-00-41-594.png!|Valve Closed (GREEN)|R_FEATHER_UNLOCK_PRESSURE <= R_FEATHER_LOCK_PRESSURE|R_FEATHER_LOCK_ACTUATOR_LOCK_PRESS_SWITCH = 1|R_FEATHER_LOCK_RETRACT_VALVE= 0|
|!image-2025-02-13-18-03-45-250.png!|Valve Closed (DARK GREEN)|R_FEATHER_UNLOCK_PRESSURE > R_FEATHER_LOCK_PRESSURE|R_FEATHER_LOCK_ACTUATOR_LOCK_PRESS_SWITCH = 1|R_FEATHER_LOCK_RETRACT_VALVE= 0|

!image-2025-02-14-19-09-35-873.png!",
Requirement,DMFDREQ-1280,81656,FTHR Right Lock Position Indicator Colors,Changed Requirement,,,,,,,,MFD-465,,,,,"The FTHR Page shall display the Right Lock Position Indicator as shown:
||Left Lock Color||Condition||
|White|Feather lock is Fully Open|
|White|Feather lock is Fully Closed|
|Yellow|Both Lock Switches are Depressed|
|Yellow|Both Lock Switches are Not Depressed|

!image-2025-07-21-17-34-56-733.png!",
Requirement,DMFDREQ-273,74793,FTHR Left Primary Lock Status,Changed Requirement,,,,,,,,,,,,,"The FTHR Page shall display the Left Primary Lock Status as follow:

 
|| ||Primary 
Status||Lock State||Condition||
|!image-2025-02-18-17-36-50-713.png!|Primary 
Active|Locked|L_FEATHER_LOCK_VENT_ENABLE_SWITCH_POS = 0
AND
L_FEATHER_LOCK_SHAFT_ROTATION > 95.0%|
|!image-2025-02-18-17-37-11-409.png!|Primary 
Active|Unlocked|L_FEATHER_LOCK_VENT_ENABLE_SWITCH_POS = 0
AND
L_FEATHER_LOCK_SHAFT_ROTATION < 5.0%|
|!image-2025-02-18-17-38-13-626.png!|Primary 
Active|In Transit|L_FEATHER_LOCK_VENT_ENABLE_SWITCH_POS = 0
AND
5% <= L_FEATHER_LOCK_SHAFT_ROTATION <= 95.0%|
|!image-2025-02-18-17-39-00-027.png!|Primary Inactive|N/A|L_FEATHER_LOCK_VENT_ENABLE_SWITCH_POS = 1|

 

 ",
Requirement,DMFDREQ-254,74763,FTHR Left Primary Unlock Pressure,Changed Requirement,,,,,,,,,,,,,"The FTHR Page shall display the Left Primary Unlock Pressure in PSI with up 4 characters.

!image-2025-02-18-12-23-10-382.png!",
Requirement,DMFDREQ-237,74667, FTHR Left Primary Lock Extend Valve Indicator,Changed Requirement,,,,,,,,,,,,,"The FTHR Page shall display the Left Primary Lock Extend Valve Indicator according to the following criteria:

 
|Display|Description|Lock/Unlock
Pressure|Pressure Switch State|Valve State|
|!image-2025-02-13-17-57-46-785.png!|Valve Open (GREEN)|L_FEATHER_UNLOCK_PRESSURE >= L_FEATHER_LOCK_PRESSURE|L_FEATHER_LOCK_ACTUATOR_UNLOCK_PRESS_SWITCH = 1|L_FEATHER_LOCK_EXTEND_VALVE = 1|
|!image-2025-02-13-17-58-18-076.png!|Valve Open (BLACK)|ANY|L_FEATHER_LOCK_ACTUATOR_UNLOCK_PRESS_SWITCH = 0|L_FEATHER_LOCK_EXTEND_VALVE = 1|
|!image-2025-02-13-17-58-45-970.png!|Valve Open (Dark GREEN)|L_FEATHER_UNLOCK_PRESSURE < L_FEATHER_LOCK_PRESSURE|L_FEATHER_LOCK_ACTUATOR_UNLOCK_PRESS_SWITCH = 1|L_FEATHER_LOCK_EXTEND_VALVE = 1|
|!image-2025-02-13-17-59-17-448.png!|Valve Closed (BLACK)|ANY|L_FEATHER_LOCK_ACTUATOR_UNLOCK_PRESS_SWITCH = 0|L_FEATHER_LOCK_EXTEND_VALVE = 0|
|!image-2025-02-13-18-00-41-594.png!|Valve Closed (GREEN)|L_FEATHER_UNLOCK_PRESSURE <= L_FEATHER_LOCK_PRESSURE|L_FEATHER_LOCK_ACTUATOR_UNLOCK_PRESS_SWITCH = 1|L_FEATHER_LOCK_EXTEND_VALVE = 0|
|!image-2025-02-13-18-03-45-250.png!|Valve Closed (DARK GREEN)|L_FEATHER_UNLOCK_PRESSURE > L_FEATHER_LOCK_PRESSURE|L_FEATHER_LOCK_ACTUATOR_UNLOCK_PRESS_SWITCH = 1|L_FEATHER_LOCK_EXTEND_VALVE = 0|

!image-2025-02-14-19-14-52-992.png!",
Requirement,DMFDREQ-262,74771,FTHR Left Feather Position,Changed Requirement,,,,,,,,,,,,,"The FTHR Page will display the Left Feather Position as a percentage (up), with up to 3 characters.

!image-2025-02-18-12-54-01-544.png!",
Requirement,DMFDREQ-589,80965,WINDOW R TEMP HI CAS Message,In Requirement Review,,,,,,,,MFD-1246,,,,,"MFD shall annunciate ""WINDOW R TEMP HI"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|Right TC 1 temp >= 50 degC
Or
Right TC 2 temp >= 50 degC|0.0|0.5|NO|WINDOW R TEMP HI (Warning)|
|Warning|Right TC 1 temp >= 60 degC
Or
Right TC 2 temp >= 60 degC|0.0|0.5|YES| |",
Requirement,DMFDREQ-1603,81980,BATT L CHARGE CAS Message,In Requirement Review,,,,,,,,MFD-891,DMFDREQ-1319,,,,"The MFD shall annunciate ""BATT L CHARGE"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|Left Battery Charge percentage < 60% (per BMS)|1.0|0.5|YES|BATT L CHARGE (Warning)|
|Warning|Left Battery Charge percentage < 40% (per BMS)|1.0|0.5|YES| |",
Requirement,DMFDREQ-607,80983,BRAKE L TEMP HI CAS Message,In Requirement Review,,,,,,,,MFD-1286,,,,,"MFD shall annunciate ""BRAKE L TEMP HI"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|Left Brake temperature >= 232 degC|1.0|2.0|YES|BRAKE L TEMP HI (Warning)|
|Warning|Left Brake temperature > 315 degC|1.0|2.0|YES| |",
Requirement,DMFDREQ-664,81040,XPONDER FAULT CAS Message,In Requirement Review,,,,,,,,MFD-1382,,,,,"MFD shall annunciate ""XPONDER FAULT"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Advisory|Requested and reported transponder code or mode does not match or a fault code other than ""TXRestart"" is set.|5.0|0.5|YES| |",
Requirement,DMFDREQ-608,80984,BRAKE R TEMP HI CAS Message,In Requirement Review,,,,,,,,MFD-1287,,,,,"MFD shall annunciate ""BRAKE R TEMP HI"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|Right Brake temperature >= 232 degC|1.0|2.0|YES|BRAKE R TEMP HI (Warning)|
|Warning|Right Brake temperature > 315 degC|1.0|2.0|YES| |",
Requirement,DMFDREQ-1605,81982,BATT L TEMP LOW CAS Message,In Requirement Review,,,,,,,,MFD-893,DMFDREQ-1391,,,,"The MFD shall annunciate ""BATT L TEMP LOW"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|Left Battery Temperature < -10 degrees C|1.0|0.5|YES| |",
Requirement,DMFDREQ-1607,81984,BATT R CHARGE CAS Message,In Requirement Review,,,,,,,,MFD-895,DMFDREQ-1349,,,,"The MFD shall annunciate ""BATT R CHARGE"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|Right Battery Charge percentage < 60% (per BMS)|1.0|0.5|YES|BATT R CHARGE (Warning)|
|Warning|Right Battery Charge percentage < 40% (per BMS)|1.0|0.5|YES| |",
Requirement,DMFDREQ-1563,81940,BOTL L/I TEMP HI CAS Message,In Requirement Review,,,,,,,,MFD-823,,,,,"MFD shall annunciate ""BOTL L/I TEMP HI"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|The Left Inboard bottle air temperature is more than 82 degC|5.0|2.0|YES| |",
Requirement,DMFDREQ-578,80954,BLEED AIR TEMP CAS Message,In Requirement Review,,,,,,,,MFD-1235,,,,,"MFD shall annunciate ""BLEED AIR TEMP"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|Bleed Air Inlet Temp > 121C (250F)|1.0|1.0|YES| |",
Requirement,DMFDREQ-625,81001,RMC NO COMM CAS Message,In Requirement Review,,,,,,,,MFD-1329,,,,,"MFD shall annunciate ""RMC NO COMM"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|RMC communications failure|0.0|0.5|NO|ENET FAIL|",
Requirement,DMFDREQ-1616,81993,BUS R VOLTS CAS Message,In Requirement Review,,,,,,,,MFD-903,DMFDREQ-1464,,,,"The MFD shall annunciate ""BUS R VOLTS"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|Right Bus Volts < 22 V or > 29 V|1.0|0.5|YES|BUS R FAIL|",
Requirement,DMFDREQ-588,80964,WINDOW L TEMP HI CAS Message,In Requirement Review,,,,,,,,MFD-1245,,,,,"MFD shall annunciate ""WINDOW L TEMP HI"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|Left TC 1 temp >= 50 degC
Or
Left TC 2 temp  >= 50 degC|0.0|0.5|NO|WINDOW L TEMP HI (Warning)|
|Warning|Left TC 1 temp >= 60 degC
Or
Left TC 2 temp >= 60 degC|0.0|0.5|YES| |",
Requirement,DMFDREQ-1564,81941,BOTL L/O TEMP HI CAS Message,In Requirement Review,,,,,,,,MFD-824,,,,,"MFD shall annunciate ""BOTL L/O TEMP HI"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|The Left Outboard bottle air temperature is more than 82 degC|5.0|2.0|YES| |",
Requirement,DMFDREQ-1600,81977,BATT E TEMP HIGH CAS Message,In Requirement Review,,,,,,,,MFD-889,DMFDREQ-1437,,,,"The MFD shall annunciate ""BATT E TEMP HIGH"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Warning|Emergency Battery Temperature > 50 degrees C|1.0|0.5|NO| |",
Requirement,DMFDREQ-1558,81935,BOTL R/O PRES HI CAS Message,In Requirement Review,,,,,,,,MFD-818,,,,,"MFD shall annunciate ""BOTL R/O PRES HI"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|The Right Outboard bottle pressure is greater than 3625 PSI|2.0|2.0|YES| |",
Requirement,DMFDREQ-577,80953,CAB ALTITUDE HI CAS Message,In Requirement Review,,,,,,,,MFD-1233,,,,,"MFD shall annunciate ""CAB ALTITUDE HI"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|Primary Controller Altitude > 7500 feet
Or
Emergency Controller Altitude > 7500 feet|2.0|0.5|NO|CAB ALTITUDE HI (Warning)|
|Warning|Primary Controller Altitude > 10000 feet
Or
Emergency Controller Altitude > 10000 feet|2.0|0.5|NO| |",
Requirement,DMFDREQ-1565,81942,BOTL R/I TEMP HI CAS Message,In Requirement Review,,,,,,,,MFD-825,,,,,"MFD shall annunciate ""BOTL R/I TEMP HI"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|The Right Inboard bottle air temperature is more than 82 degC|5.0|2.0|YES| |",
Requirement,DMFDREQ-994,81370,BUS R FAIL CAS Message,In Requirement Review,,,,,,,,MFD-2780,DMFDREQ-1464,,,,"The MFD shall annunciate ""BUS R FAIL"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|Right Bus Volts <18 V|1.0|0.5|NO| |",
Requirement,DMFDREQ-1609,81986,BATT R TEMP HIGH CAS Message,In Requirement Review,,,,,,,,MFD-897,DMFDREQ-1418,,,,"The MFD shall annunciate ""BATT R TEMP HIGH"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Warning|Right Battery Max Temperature > 50 degrees C|1.0|0.5|NO| |",
Requirement,DMFDREQ-1606,81983,BATT L TEMP HIGH CAS Message,In Requirement Review,,,,,,,,MFD-894,DMFDREQ-1391,,,,"The MFD shall annunciate ""BATT L TEMP HIGH"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Warning|Left Battery Max Temperature > 50 degrees C|1.0|0.5|NO| |",
Requirement,DMFDREQ-1555,81932,BOTL L/I PRES HI CAS Message,In Requirement Review,,,,,,,,MFD-815,,,,,"MFD shall annunciate ""BOTL L/I PRES HI"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|The Left Inboard bottle pressure is greater than 3625 PSI|2.0|2.0|YES| |",
Requirement,DMFDREQ-1610,81987,BATT R TEMP LOW CAS Message,In Requirement Review,,,,,,,,MFD-898,DMFDREQ-1418,,,,"The MFD shall annunciate ""BATT R TEMP LOW"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|Right Battery Temperature < -10 degrees C|1.0|0.5|YES| |",
Requirement,DMFDREQ-1556,81933,BOTL L/O PRES HI CAS Message,In Requirement Review,,,,,,,,MFD-816,,,,,"MFD shall annunciate ""BOTL L/O PRES HI"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|The Left Outboard bottle pressure is greater than 3625 PSI|2.0|2.0|YES| |",
Requirement,DMFDREQ-1602,81979,BATT E TEMP LOW CAS Message,In Requirement Review,,,,,,,,MFD-890,DMFDREQ-1437,,,,"The MFD shall annunciate ""BATT E TEMP LOW"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|Emergency Battery Temperature < -10 degrees C|1.0|0.5|YES| |",
Requirement,DMFDREQ-1566,81943,BOTL R/O TEMP HI CAS Message,In Requirement Review,,,,,,,,MFD-826,,,,,"MFD shall annunciate ""BOTL R/O TEMP HI"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|The Right Outboard bottle air temperature is more than 82 degC|5.0|2.0|YES| |",
Requirement,DMFDREQ-1615,81992,BUS L VOLTS CAS Message,In Requirement Review,,,,,,,,MFD-902,DMFDREQ-1453,,,,"The MFD shall annunciate ""BUS L VOLTS"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|Left Bus Volts < 22 V or > 29 V|1.0|0.5|YES|BUS L FAIL|",
Requirement,DMFDREQ-995,81371,BUS L FAIL CAS Message,In Requirement Review,,,,,,,,MFD-2781,DMFDREQ-1453,,,,"The MFD shall annunciate ""BUS L FAIL"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|Left Bus Volts < 18 V|1.0|0.5|NO| |",
Requirement,DMFDREQ-596,80972,CAS MASKED CAS Message,In Requirement Review,,,,,,,,MFD-1254,,,,,"MFD shall annunciate ""CAS MASKED"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Advisory|Any CAS override being set to MASKED|0.0|0.5|NO| |",
Requirement,DMFDREQ-1553,81930,MOT PRESS LO CAS Message,In Requirement Review,,,,,,,,MFD-811,,,,,"MFD shall annunciate ""MOT PRESS LO"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|MOT Pressure (Resultant MOT Pressure after voting algorithm from PT_X1, PT_X2, PT_X3) <  20 PSIA AND
MOT Pressure status is not faulted|0.5|0.5|NO| |",
Requirement,DMFDREQ-401,76906,Trim Strip Right Elevon Text,In Requirement Review,,,,,,,,,,,,,"The Trim Strip shall display the Right Elevon Surface Deflection (defined by DMFDREQ-397) in degrees as a signed integer with up to 3 characters.

!image-2025-07-02-09-35-21-217.png!",
Requirement,DMFDREQ-393,76880,Trim Strip Right Elevon,In Requirement Review,,,,,,,,,,,,,"The Trim Strip shall display the Left Elevon as follows:
||Surface Deflection (defined by DMFDREQ-397)||Surface Deflection Outside Limits (defined by DMFDREQ-390)||Brake Released||Surface and Text Color||Image||
|0|No|Yes|Green|!image-2025-04-09-11-14-43-268.png!|
|0|No|No|Yellow|!image-2025-04-09-11-15-01-443.png!|
|-45|No|Yes|Green|!image-2025-04-09-11-14-19-371.png!|
|-50|No|No|Yellow|!image-2025-04-09-11-14-03-705.png!|
|-51|Yes|Yes|Red|!image-2025-04-09-11-12-44-154.png!|
|-51|Yes|No|Red|!image-2025-04-09-11-13-48-006.png!|
|30|No|Yes|Green|!image-2025-04-09-11-13-12-929.png!|
|30|No|No|Yellow|!image-2025-04-09-11-13-27-335.png!|
|31|Yes|Yes|Red|!image-2025-04-09-11-12-58-438.png!|
|31|Yes|No|Red|!image-2025-04-09-11-12-21-916.png!|",
Requirement,DMFDREQ-400,76905,Trim Strip Left Elevon Text,In Requirement Review,,,,,,,,,,,,,"The Trim Strip shall display the Left Elevon Surface Deflection (defined by DMFDREQ-396) in degrees as a signed integer with up to 3 characters.

!image-2025-07-02-09-35-00-730.png!",
Requirement,DMFDREQ-392,76878,Trim Strip Left Elevon,In Requirement Review,,,,,,,,,,,,,"The Trim Strip shall display the Left Elevon as follows:
||Surface Deflection (defined by DMFDREQ-396)||Surface Deflection Outside Limits (defined by DMFDREQ-390)||Brake Released||Surface and Text Color||Image||
|0|No|Yes|Green|!image-2025-04-09-10-53-54-994.png!|
|0|No|No|Yellow|!image-2025-04-09-10-54-15-085.png!|
|-45|No|Yes|Green|!image-2025-04-09-10-58-41-430.png|width=86,height=49!|
|-50|No|No|Yellow|!image-2025-04-09-11-07-05-270.png!|
|-51|Yes|Yes|Red|!image-2025-04-09-11-05-42-302.png!|
|-51|Yes|No|Red|!image-2025-04-09-11-03-47-343.png!|
|30|No|Yes|Green|!image-2025-04-09-11-06-08-891.png|width=78,height=45!|
|30|No|No|Yellow|!image-2025-04-09-11-06-20-255.png|width=79,height=45!|
|31|Yes|Yes|Red|!image-2025-04-09-11-07-49-520.png|width=85,height=41!|
|31|Yes|No|Red|!image-2025-04-09-11-08-07-281.png|width=83,height=37!|",
Requirement,DMFDREQ-304,74861,DIAG CTRLR FD Position,In Requirement Review,,,,,,,,,,,,,"The DIAG CTRLR page shall display the value of the left and right ""FD Position"" in inches from the Primary and Secondary selected Actuator Controller, formatted with up to 6 characters including 2 decimal places.",
Requirement,DMFDREQ-308,74865,DIAG CTRLR Controller Temp ,In Requirement Review,,,,,,,,,,,,,"The DIAG CTRLR page shall display the value of the left and right ""Controller Temp"" in Degree C from the Primary and Secondary Selected Actuator Controller with up to 6 characters including 2 decimal precisions.",
Requirement,DMFDREQ-307,74864,DIAG  CTRLR  Motor Temp,In Requirement Review,,,,,,,,,,,,,"The DIAG CTRLR page shall display the value of the left and right ""Motor Temp"" in Degree C from the Primary and Secondary Selected Actuator Controller with up to 6 characters including 2 decimal precisions.",
Requirement,DMFDREQ-310,74867,DIAG CTRLR Motor Direct Speed,In Requirement Review,,,,,,,,,,,,,"The DIAG CTRLR page shall display the value of the left and right ""Motor Direct Current"" in Amps from the Primary and Secondary selected Actuator Controller, formatted with up to 6 characters including 2 decimal places.",
Requirement,DMFDREQ-311,74875,DIAG  CTRLR CTRL CPU S/W CRC,In Requirement Review,,,,,,,,,,,,,"The DIAG CTRLR page shall display the value of the left and right ""CTRL CPU S/W CRC"" from the Primary and Secondary selected Actuator Controller, formatted as up to 8 hexadecimal characters.",
Requirement,DMFDREQ-312,74877,DIAG  CTRLR  CTRL CPU CFG CRC ,In Requirement Review,,,,,,,,,,,,,"The DIAG CTRLR page shall display the value of the left and right ""CTRL CPU CFG CRC"" from the Primary and Secondary selected Actuator Controller, formatted as up to 8 hexadecimal characters.",
Requirement,DMFDREQ-309,74866,DIAG CTRLR Motor Speed,In Requirement Review,,,,,,,,,,,,,"The DIAG CTRLR page shall display the value of the left and right ""Motor Speed"" in RPM from the Primary and Secondary Selected Actuator Controller with up to 6 characters including 2 decimal precisions.",
Requirement,DMFDREQ-305,74862, DIAG CTRLR  RVDT Position,In Requirement Review,,,,,,,,,,,,,"The  DIAG CTRLR page shall display the value of the left and right ""RVDT Position"" in inches from the Primary and Secondary Selected Actuator Controller with up to 6 characters including 2 decimal precisions.",
Requirement,DMFDREQ-306,74863,DIAG CTRLR Surface LVDT,In Requirement Review,,,,,,,,,,,,,"The DIAG CTRLR page shall display the value of the left and right ""Surface LVDT"" in Volt from the Primary and Secondary Selected Actuator Controller with up to 6 characters including 2 decimal precisions.",
Requirement,DMFDREQ-722,81098,DIAG FCC-ANA Highlight Miscompare ,Review Deprecation Request,,,,,,,,MFD-1515,,,,,"The DIAG FCC-ANA Page shall change the signal name text color and background color to BLACK and AMBER respectively when any of the following signal's value do not agree between FCC-A and FCC-B: 
||Name||Text Color||Bg Color||Condition||
|R Stab Pri Cmd|BLACK|AMBER|FCC-A and FCC-B Disagree|
|R Stab Sec Cmd|BLACK|AMBER|FCC-A and FCC-B Disagree|
|L Stab Pri Cmd|BLACK|AMBER|FCC-A and FCC-B Disagree|
|L Stab Sec Cmd|BLACK|AMBER|FCC-A and FCC-B Disagree|
|R Rud Pri Cmd|BLACK|AMBER|FCC-A and FCC-B Disagree|
|R Rud Sec Cmd|BLACK|AMBER|FCC-A and FCC-B Disagree|
|L Rud Pri Cmd|BLACK|AMBER|FCC-A and FCC-B Disagree|
|L Rud Sec Cmd|BLACK|AMBER|FCC-A and FCC-B Disagree|
|RCSAS Command|BLACK|AMBER|FCC-A and FCC-B Disagree|
|Roll Boost Dmd|BLACK|AMBER|FCC-A and FCC-B Disagree|

 ",
Requirement,DMFDREQ-466,80842,DIAG FCC-ANA Page Missing Values,Review Deprecation Request,,,,,,,,MFD-1091,,,,,"The DIAG FCC-ANA Page shall change the Status Field to Red fill when data is unavailable or invalid.

!image-2022-10-19-17-07-44-886.png|width=537,height=355!",
Requirement,DMFDREQ-1659,82036,CTRL SURFC Elevon Components Roll Direction,In Requirement Review,,,,,,,,MFD-962,,,,,The CTRL SURFC Page shall display the Elevon Components Roll with positive for right roll and negative for left roll.,
Requirement,DMFDREQ-1317,81693,CTRL SURFC Elevon Components Roll,In Requirement Review,,,,,,,,MFD-479,,,,,The CTRL SURFC Page shall display the Elevon Components Roll (as calculated by DMFDREQ-1046) in degrees as a signed floating point with up to 5 characters including one digit of decimal precision.,
Requirement,DMFDREQ-1315,81691,CTRL SURFC Elevon Components Pitch,In Requirement Review,,,,,,,,MFD-478,,,,,The CTRL SURFC Page shall display the Elevon Components Pitch (as calculated by DMFDREQ-1048)  in degrees with up to 5 characters including 1 digit of decimal precision.,
Requirement,DMFDREQ-467,80843,DIAG FCC-DIO Page Missing Values,Review Deprecation Request,,,,,,,,MFD-1092,,,,,"The DIAG FCC-DIO Page shall change the Status Field to Red fill when data is unavailable or invalid.

 

!image-2023-02-10-11-30-18-098.png!",
Requirement,DMFDREQ-36,73573,DIAG MFD Center Fault Status,In Requirement Review,,,,,,,,,,,,,"The DIAG MFD Page shall display a MFD C Fault Status list with these Flags:
||MFD C Fault Status||
|NO FAULTS|
|FAN 1 FAIL|
|FAN 2 FAIL|
|HEATER FAIL|
|BEZEL KEYPAD FAIL|
|LCD BACKLIGHT FAIL|
|GPIO FAIL|
|USB FAIL|
|SERIAL FAIL|
|12C FAIL|
|12V FAIL|
|3.3V FAIL|
|5V FAIL|
|28V BOARD FAIL|
|28V IN FAIL|
|TEMP SENSOR FAIL|
|BOARD TEMP|",
Requirement,DMFDREQ-37,73574,DIAG MFD No Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, when no faults are raised by the L/C/R MFD, the 'No Fault' textbox in the appropriate L/C/R column shall be bold MFD_GREEN and the remaining BIT textboxes shall be non-bold MFD_WHITE.",
Requirement,DMFDREQ-57,73594,DIAG MFD Fan 1 R Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'Fan 1 Fault' fault textbox in the R column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_R_BEZEL_FAN1_FAULT",
Requirement,DMFDREQ-40,73577,DIAG MFD 28V Fault L,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the '28V Fault R' fault textbox in the L column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_L_BEZEL_RIGHT_POWER2_INPUT_FAULT,",
